Country Code,Country Name,Year,Health Expenditure,Life Expectancy,Number of Records
AUS,Australia,1971,223.592,71.068292683,1
AUS,Australia,1972,239.1784,71.457560976,1
AUS,Australia,1973,264.0303,71.846829268,1
AUS,Australia,1974,322.3286,72.236097561,1
AUS,Australia,1975,401.8512,72.625365854,1
AUS,Australia,1976,430.061,73.014634146,1
AUS,Australia,1977,472.8991,73.344390244,1
AUS,Australia,1978,510.7161,73.674146341,1
AUS,Australia,1979,554.7626,74.003902439,1
AUS,Australia,1980,615.7256,74.333658537,1
AUS,Australia,1981,697.3706,74.663414634,1
AUS,Australia,1982,731.9027,74.904878049,1
AUS,Australia,1983,773.4711,75.146341463,1
AUS,Australia,1984,817.2866,75.387804878,1
AUS,Australia,1985,881.2391,75.629268293,1
AUS,Australia,1986,941.1635,75.870731707,1
AUS,Australia,1987,981.6215,76.151707317,1
AUS,Australia,1988,1039.8854,76.432682927,1
AUS,Australia,1989,1091.3294,76.713658537,1
AUS,Australia,1990,1154.0445,76.994634146,1
AUS,Australia,1991,1229.3906,77.275609756,1
AUS,Australia,1992,1307.222,77.378048780,1
AUS,Australia,1993,1381.1135,77.878048780,1
AUS,Australia,1994,1470.8096,77.878048780,1
AUS,Australia,1995,1554.7982,77.829268293,1
AUS,Australia,1996,1645.0156,78.078048780,1
AUS,Australia,1997,1730.7444,78.480487805,1
AUS,Australia,1998,1858.2922,78.631707317,1
AUS,Australia,1999,1986.4928,78.931707317,1
AUS,Australia,2000,2156.808,79.234146341,1
AUS,Australia,2001,2271.4553,79.634146341,1
AUS,Australia,2002,2426.4793,79.936585366,1
AUS,Australia,2003,2546.2803,80.239024390,1
AUS,Australia,2004,2745.6316,80.490243902,1
AUS,Australia,2005,2842.1321,80.841463415,1
AUS,Australia,2006,3023.0978,81.041463415,1
AUS,Australia,2007,3196.226,81.292682927,1
AUS,Australia,2008,3310.1708,81.395121951,1
AUS,Australia,2009,3564.4049,81.543902439,1
AUS,Australia,2010,3607.3407,81.695121951,1
AUS,Australia,2011,3794.0874,81.895121951,1
AUS,Australia,2012,3807.6819,82.046341463,1
AUS,Australia,2013,4176.853,82.148780488,1
AUS,Australia,2014,4206.8516,82.251219512,1
AUT,Austria,1970,186.3145,69.914634146,1
AUT,Austria,1971,201.9619,70.114634146,1
AUT,Austria,1972,222.2858,70.463414634,1
AUT,Austria,1973,249.2017,71.014634146,1
AUT,Austria,1974,295.0659,71.012195122,1
AUT,Austria,1975,412.0627,71.114634146,1
AUT,Austria,1976,471.7179,71.565853659,1
AUT,Austria,1977,521.641,71.914634146,1
AUT,Austria,1978,579.8399,72.012195122,1
AUT,Austria,1979,660.0909,72.312195122,1
AUT,Austria,1980,742.5189,72.463414634,1
AUT,Austria,1981,693.6662,72.812195122,1
AUT,Austria,1982,747.8722,72.960975610,1
AUT,Austria,1983,779.4923,73.012195122,1
AUT,Austria,1984,814.0641,73.612195122,1
AUT,Austria,1985,879.5659,73.814634146,1
AUT,Austria,1986,933.7634,74.317073171,1
AUT,Austria,1987,1015.9254,74.768292683,1
AUT,Austria,1988,1083.2472,75.217073171,1
AUT,Austria,1989,1189.9067,75.265853659,1
AUT,Austria,1990,1507.933,75.568292683,1
AUT,Austria,1991,1608.9806,75.617073171,1
AUT,Austria,1992,1724.7343,75.817073171,1
AUT,Austria,1993,1874.6122,76.068292683,1
AUT,Austria,1994,2041.3374,76.419512195,1
AUT,Austria,1995,2120.4786,76.668292683,1
AUT,Austria,1996,2188.0253,76.870731707,1
AUT,Austria,1997,2298.8535,77.319512195,1
AUT,Austria,1998,2452.2438,77.670731707,1
AUT,Austria,1999,2587.061,77.875609756,1
AUT,Austria,2000,2726.4305,78.126829268,1
AUT,Austria,2001,2772.9361,78.575609756,1
AUT,Austria,2002,2942.5631,78.678048780,1
AUT,Austria,2003,3085.9336,78.631707317,1
AUT,Austria,2004,3260.8522,79.180487805,1
AUT,Austria,2005,3324.0795,79.331707317,1
AUT,Austria,2006,3567.6495,79.880487805,1
AUT,Austria,2007,3718.739,80.180487805,1
AUT,Austria,2008,3964.8495,80.431707317,1
AUT,Austria,2009,4119.7452,80.331707317,1
AUT,Austria,2010,4236.3164,80.580487805,1
AUT,Austria,2011,4362.3426,80.982926829,1
AUT,Austria,2012,4646.4365,80.936585366,1
AUT,Austria,2013,4806.3934,81.136585366,1
AUT,Austria,2014,4895.9992,81.336585366,1
BEL,Belgium,1970,151.4503,70.971951220,1
BEL,Belgium,1971,168.5058,71.060487805,1
BEL,Belgium,1972,191.5558,71.405121951,1
BEL,Belgium,1973,228.2962,71.635365854,1
BEL,Belgium,1974,262.2699,71.985853659,1
BEL,Belgium,1975,352.0285,71.971219512,1
BEL,Belgium,1976,406.3051,72.119756098,1
BEL,Belgium,1977,469.1313,72.773902439,1
BEL,Belgium,1978,531.6262,72.698048780,1
BEL,Belgium,1979,586.8149,73.193658537,1
BEL,Belgium,1980,645.0063,73.207073171,1
BEL,Belgium,1981,750.4773,73.621707317,1
BEL,Belgium,1982,829.7761,73.888048780,1
BEL,Belgium,1983,886.4823,73.869024390,1
BEL,Belgium,1984,919.2787,74.404878049,1
BEL,Belgium,1985,971.0915,74.520243902,1
BEL,Belgium,1986,1033.5016,74.731707317,1
BEL,Belgium,1987,1099.8816,75.365853659,1
BEL,Belgium,1988,1188.2074,75.565853659,1
BEL,Belgium,1989,1262.5005,75.632682927,1
BEL,Belgium,1990,1354.4443,76.051951220,1
BEL,Belgium,1991,1481.8642,76.192195122,1
BEL,Belgium,1992,1569.6355,76.351219512,1
BEL,Belgium,1993,1611.0269,76.345365854,1
BEL,Belgium,1994,1648.9681,76.691707317,1
BEL,Belgium,1995,1710.4518,76.840731707,1
BEL,Belgium,1996,1804.5439,77.187317073,1
BEL,Belgium,1997,1849.8923,77.370731707,1
BEL,Belgium,1998,1920.7638,77.473170732,1
BEL,Belgium,1999,2047.9187,77.619512195,1
BEL,Belgium,2000,2245.8634,77.721951220,1
BEL,Belgium,2001,2366.5965,77.973170732,1
BEL,Belgium,2002,2542.4562,78.075609756,1
BEL,Belgium,2003,2822.6807,78.129268293,1
BEL,Belgium,2004,2913.2791,78.878048780,1
BEL,Belgium,2005,2985.8089,78.980487805,1
BEL,Belgium,2006,3136.9155,79.380487805,1
BEL,Belgium,2007,3286.2254,79.782926829,1
BEL,Belgium,2008,3542.3542,79.680487805,1
BEL,Belgium,2009,3804.7643,79.982926829,1
BEL,Belgium,2010,3901.9126,80.182926829,1
BEL,Belgium,2011,4132.3109,80.585365854,1
BEL,Belgium,2012,4286.4123,80.385365854,1
BEL,Belgium,2013,4485.4804,80.587804878,1
BEL,Belgium,2014,4522.045,80.587804878,1
CAN,Canada,1970,287.4771,72.700487805,1
CAN,Canada,1971,324.0512,73.029268293,1
CAN,Canada,1972,347.9395,72.933902439,1
CAN,Canada,1973,368.6198,73.162682927,1
CAN,Canada,1974,403.0845,73.237560976,1
CAN,Canada,1975,474.4168,73.521707317,1
CAN,Canada,1976,522.4715,73.856097561,1
CAN,Canada,1977,565.5264,74.215609756,1
CAN,Canada,1978,620.3476,74.529756098,1
CAN,Canada,1979,678.4152,74.866341463,1
CAN,Canada,1980,766.2398,75.078048780,1
CAN,Canada,1981,882.5133,75.478536585,1
CAN,Canada,1982,993.885,75.680487805,1
CAN,Canada,1983,1073.7424,76.036341463,1
CAN,Canada,1984,1149.5639,76.317560976,1
CAN,Canada,1985,1232.7336,76.303414634,1
CAN,Canada,1986,1312.9797,76.44,1
CAN,Canada,1987,1372.9816,76.739512195,1
CAN,Canada,1988,1464.7584,76.809268293,1
CAN,Canada,1989,1570.801,77.065609756,1
CAN,Canada,1990,1691.9502,77.377073171,1
CAN,Canada,1991,1828.6897,77.553414634,1
CAN,Canada,1992,1916.4154,77.320731707,1
CAN,Canada,1993,1966.955,77.685121951,1
CAN,Canada,1994,1997.0656,77.861951220,1
CAN,Canada,1995,2001.2318,77.977560976,1
CAN,Canada,1996,2001.8672,78.230487805,1
CAN,Canada,1997,2097.9041,78.480487805,1
CAN,Canada,1998,2245.9346,78.662439024,1
CAN,Canada,1999,2318.9571,78.882926829,1
CAN,Canada,2000,2422.0817,79.236585366,1
CAN,Canada,2001,2609.2285,79.487804878,1
CAN,Canada,2002,2742.4513,79.590243902,1
CAN,Canada,2003,2913.6997,79.839024390,1
CAN,Canada,2004,3076.0005,80.141463415,1
CAN,Canada,2005,3282.4541,80.292682927,1
CAN,Canada,2006,3505.0061,80.418780488,1
CAN,Canada,2007,3675.4766,80.634390244,1
CAN,Canada,2008,3822.6386,80.825365854,1
CAN,Canada,2009,4108.7578,81.111463415,1
CAN,Canada,2010,4242.3395,81.412926829,1
CAN,Canada,2011,4263.4169,81.349292683,1
CAN,Canada,2012,4319.9434,81.562439024,1
CAN,Canada,2013,4502.7427,81.765048780,1
CAN,Canada,2014,4491.7648,81.956609756,1
CHE,Switzerland,1970,345.3678,73.020243902,1
CHE,Switzerland,1971,392.4962,73.130731707,1
CHE,Switzerland,1972,416.6092,73.644390244,1
CHE,Switzerland,1973,455.9513,73.940975610,1
CHE,Switzerland,1974,535.5791,74.287073171,1
CHE,Switzerland,1975,618.5619,74.665609756,1
CHE,Switzerland,1976,669.7635,74.785365854,1
CHE,Switzerland,1977,730.4875,75.238048780,1
CHE,Switzerland,1978,786.1328,75.187317073,1
CHE,Switzerland,1979,882.7052,75.466097561,1
CHE,Switzerland,1980,1007.6518,75.459268293,1
CHE,Switzerland,1981,1123.2798,75.693170732,1
CHE,Switzerland,1982,1194.4246,76.033902439,1
CHE,Switzerland,1983,1310.4866,76.031219512,1
CHE,Switzerland,1984,1346.3352,76.608536585,1
CHE,Switzerland,1985,1434.7317,76.733658537,1
CHE,Switzerland,1986,1519.943,76.899024390,1
CHE,Switzerland,1987,1618.5075,77.197560976,1
CHE,Switzerland,1988,1728.7078,77.226585366,1
CHE,Switzerland,1989,1864.637,77.421219512,1
CHE,Switzerland,1990,1968.0406,77.242439024,1
CHE,Switzerland,1991,2152.7988,77.514634146,1
CHE,Switzerland,1992,2277.882,77.806097561,1
CHE,Switzerland,1993,2329.2126,78.085365854,1
CHE,Switzerland,1994,2411.0169,78.35,1
CHE,Switzerland,1995,2561.8827,78.417073171,1
CHE,Switzerland,1996,2729.1252,78.896097561,1
CHE,Switzerland,1997,2840.3597,79.079512195,1
CHE,Switzerland,1998,2977.7701,79.324390244,1
CHE,Switzerland,1999,3073.2264,79.580487805,1
CHE,Switzerland,2000,3221.7795,79.680487805,1
CHE,Switzerland,2001,3429.1233,80.180487805,1
CHE,Switzerland,2002,3672.9233,80.385365854,1
CHE,Switzerland,2003,3785.126,80.536585366,1
CHE,Switzerland,2004,3935.8776,81.087804878,1
CHE,Switzerland,2005,4015.3331,81.236585366,1
CHE,Switzerland,2006,4251.3673,81.490243902,1
CHE,Switzerland,2007,4567.3285,81.741463415,1
CHE,Switzerland,2008,4933.1,81.992682927,1
CHE,Switzerland,2009,5183.952,82.043902439,1
CHE,Switzerland,2010,5371.4504,82.246341463,1
CHE,Switzerland,2011,5787.6672,82.695121951,1
CHE,Switzerland,2012,6288.6475,82.697560976,1
CHE,Switzerland,2013,6635.2769,82.797560976,1
